#SampleID	SampleID_fromonline	Country	City	State	location	CollectionDate	Latitude	Longitude	Season	LocalityID	SeqType	Continent	Dataset	NoOfFlies	SRA_accession	SRA_experiment	SeqPlatform	SampleType	sex	Year	YearDay	Prop_D_simulanscontamination	SNAPEoutlierstatus	ln2lt	ln2rlns	ln3lp	In_3R_C	In_3R_K	In_3R_Mo	In_3R_Payne	WeatherStationID	DistToWeatherStation_km_	bio1_Annual_Mean_Temperature_	bio2_Mean_Diurnal_Range__Mean_of_monthly_max_temp-min_temp__	bio3_Isothermality	bio4_Temperature_Seasonality__	bio5_Max_Temperature_of_Warmest_Month_	bio6_Min_Temperature_of_Coldest_Month_	bio7_Temperature_Annual_Range__bio5-bio6__	bio8_Mean_Temperature_of_Wettest_Quarter_	bio9_Mean_Temperature_of_Driest_Quarter_	bio10_Mean_Temperature_of_Warmest_Quarter_	bio11_Mean_Temperature_of_Coldest_Quarter_	bio12_Annual_Precipitation_	bio13_Precipitation_of_Wettest_Month_	bio14_Precipitation_of_Driest_Month_	bio15_Precipitation_Seasonality__Coefficient_of_Variation__	bio16_Precipitation_of_Wettest_Quarter_	bio17_Precipitation_of_Driest_Quarter_	bio18_Precipitation_of_Warmest_Quarter_	bio19_Precipitation_of_Coldest_Quarter_	tmin1_Jan_	tmin2_Feb_	tmin3_Mar_	tmin4_Apr_	tmin5_May_	tmin6_Jun_	tmin7_Jul_	tmin8_Aug_	tmin9_Sep_	tmin10_Oct_	tmin11_Nov_	tmin12_Dec_	tmax1_Jan_	tmax2_Feb_	tmax3_Mar_	tmax4_Apr_	tmax5_May_	tmax6_Jun_	tmax7_Jul_	tmax8_Aug_	tmax9_Sep_	tmax10_Oct_	tmax11_Nov_	tmax12_Dec_	prec1_Jan_	prec2_Feb_	prec3_Mar_	prec4_Apr_	prec5_May_	prec6_Jun_	prec7_Jul_	prec8_Aug_	prec9_Sep_	prec10_Oct_	prec11_Nov_	prec12_Dec_
SRR5647750	AT_Mau_14_02	Austria	Mauternbach	NA	NA	41931	48.375	15.56	fall	AT_Mau	pooled	Europe	DrosEU	40	SRR5647750	SRX2885358	NextSeq 500	wild	male	2014	292	0.005621786	Exclude	0.18	0.06	0.04	0.01	0	0.02	0.04	AUM00011389	21.76491746	88	97	32	7157	247	-48	295	178	8	178	-6	688	93	32	36	264	111	264	111	-48	-38	-7	32	78	111	125	122	86	41	3	-29	17	39	90	145	196	226	247	242	199	139	69	28	32	36	43	51	75	92	93	79	54	41	49	43
SRR5647751	AT_Mau_14_01	Austria	Mauternbach	NA	NA	41840	48.375	15.56	spring	AT_Mau	pooled	Europe	DrosEU	40	SRR5647751	SRX2885357	NextSeq 500	wild	male	2014	201	0.004600921	Exclude	0.19	0.05	0.02	0.01	0	0.03	0.06	AUM00011389	21.76491746	88	97	32	7157	247	-48	295	178	8	178	-6	688	93	32	36	264	111	264	111	-48	-38	-7	32	78	111	125	122	86	41	3	-29	17	39	90	145	196	226	247	242	199	139	69	28	32	36	43	51	75	92	93	79	54	41	49	43
SRR8439127	AT_Mau_15_50	Austria	Mauternbach	NA	NA	42205	48.375	15.56	spring	AT_Mau	pooled	Europe	DrosEU	40	SRR8439127	SRX5246581	HiSeq X Ten	wild	male	2015	201	0.0041477	Keep	0.2	0.09	0.02	0.05	0	0.03	0.01	AUM00011389	21.76491746	88	97	32	7157	247	-48	295	178	8	178	-6	688	93	32	36	264	111	264	111	-48	-38	-7	32	78	111	125	122	86	41	3	-29	17	39	90	145	196	226	247	242	199	139	69	28	32	36	43	51	75	92	93	79	54	41	49	43
SRR8439143	AT_Mau_15_51	Austria	Mauternbach	NA	NA	42296	48.375	15.56	fall	AT_Mau	pooled	Europe	DrosEU	40	SRR8439143	SRX5246565	HiSeq X Ten	wild	male	2015	292	0.003322603	Keep	0.28	0.09	0.01	0.02	0	0.04	0.03	AUM00011389	21.76491746	88	97	32	7157	247	-48	295	178	8	178	-6	688	93	32	36	264	111	264	111	-48	-38	-7	32	78	111	125	122	86	41	3	-29	17	39	90	145	196	226	247	242	199	139	69	28	32	36	43	51	75	92	93	79	54	41	49	43
SRR8439118	IT_Mez_15_43	Italy	Mezzocorona	NA	NA	42276	46.212856	11.08755	fall	IT_Mez	pooled	Europe	DrosEU	40	SRR8439118	SRX5246590	HiSeq X Ten	wild	male	2015	272	0.312518785	Keep	0.11	0.06	0.07	0.01	0	0.01	0.06	IT000160220	8.154117858	93	95	31	7017	252	-47	299	181	0	181	0	801	96	35	30	264	116	264	116	-47	-31	3	41	80	112	131	127	103	51	8	-30	25	53	98	146	186	225	252	241	209	141	79	34	35	37	47	59	80	83	85	96	78	79	78	44
SRR8439119	IT_Mez_15_44	Italy	Mezzolombardo	NA	NA	42287	46.217939	11.123423	fall	IT_Mez	pooled	Europe	DrosEU	40	SRR8439119	SRX5246589	HiSeq X Ten	wild	male	2015	283	0.619422822	Keep	0.17	0.01	0.1	0.02	0	0.01	0.1	IT000160220	10.27906839	93	95	31	7017	252	-47	299	181	0	181	0	801	96	35	30	264	116	264	116	-47	-31	3	41	80	112	131	127	103	51	8	-30	25	53	98	146	186	225	252	241	209	141	79	34	35	37	47	59	80	83	85	96	78	79	78	44
SRR5647744	DE_Mun_14_31	Germany	Munich	NA	NA	41809	48.18	11.61	spring	DE_Mun	pooled	Europe	DrosEU	40	SRR5647744	SRX2885364	NextSeq 500	wild_caught_and_F1	male	2014	170	0.003462781	Keep	0.36	0.14	0	0.02	0	0.03	0.03	GM000004199	8.130919867	80	89	31	6827	229	-50	279	166	3	166	-10	911	122	48	35	347	153	347	157	-50	-43	-8	28	68	103	121	115	86	41	1	-34	13	32	81	130	175	208	229	222	189	131	65	24	52	48	53	68	97	122	116	109	74	55	60	57
SRR5647745	DE_Mun_14_32	Germany	Munich	NA	NA	41885	48.18	11.61	fall	DE_Mun	pooled	Europe	DrosEU	40	SRR5647745	SRX2885363	NextSeq 500	wild_caught_and_F1	male	2014	246	0.006047852	Keep	0.5	0.11	0.04	0.03	0	0.02	0.02	GM000004199	8.130919867	80	89	31	6827	229	-50	279	166	3	166	-10	911	122	48	35	347	153	347	157	-50	-43	-8	28	68	103	121	115	86	41	1	-34	13	32	81	130	175	208	229	222	189	131	65	24	52	48	53	68	97	122	116	109	74	55	60	57
SRR8439124	DE_Mun_15_46	Germany	Munich	NA	NA	42248	48.18	11.61	fall	DE_Mun	pooled	Europe	DrosEU	40	SRR8439124	SRX5246584	HiSeq X Ten	wild_caught_and_F1	male	2015	244	0.003522678	Keep	0.18	0.12	0	0.03	0	0.04	0.04	GM000004199	8.130919867	80	89	31	6827	229	-50	279	166	3	166	-10	911	122	48	35	347	153	347	157	-50	-43	-8	28	68	103	121	115	86	41	1	-34	13	32	81	130	175	208	229	222	189	131	65	24	52	48	53	68	97	122	116	109	74	55	60	57
SRR8439125	DE_Mun_15_45	Germany	Munich	NA	NA	42156	48.18	11.61	spring	DE_Mun	pooled	Europe	DrosEU	40	SRR8439125	SRX5246583	HiSeq X Ten	wild_caught_and_F1	male	2015	152	0.003424067	Keep	0.35	0.04	0.02	0.02	0	0.01	0.08	GM000004199	8.130919867	80	89	31	6827	229	-50	279	166	3	166	-10	911	122	48	35	347	153	347	157	-50	-43	-8	28	68	103	121	115	86	41	1	-34	13	32	81	130	175	208	229	222	189	131	65	24	52	48	53	68	97	122	116	109	74	55	60	57
SRR8494451	DE_Mun_16_12	Germany	Munich	NA	NA	42546	48.18	11.61	spring	DE_Mun	pooled	Europe	DrosEU	40	SRR8494451	SRX5299016	HiSeq X Ten	wild_caught_and_F1	male	2016	177	0.003708083	Keep	0.15	0.14	0	0.02	0	0.07	0.01	GM000004199	8.130919867	80	89	31	6827	229	-50	279	166	3	166	-10	911	122	48	35	347	153	347	157	-50	-43	-8	28	68	103	121	115	86	41	1	-34	13	32	81	130	175	208	229	222	189	131	65	24	52	48	53	68	97	122	116	109	74	55	60	57
SRR8494454	DE_Mun_16_13	Germany	Munich	NA	NA	42614	48.18	11.61	fall	DE_Mun	pooled	Europe	DrosEU	40	SRR8494454	SRX5299013	HiSeq X Ten	wild_caught_and_F1	male	2016	245	0.004132067	Keep	0.29	0.07	0.01	0.01	0	0.05	0.04	GM000004199	8.130919867	80	89	31	6827	229	-50	279	166	3	166	-10	911	122	48	35	347	153	347	157	-50	-43	-8	28	68	103	121	115	86	41	1	-34	13	32	81	130	175	208	229	222	189	131	65	24	52	48	53	68	97	122	116	109	74	55	60	57
SRR5647756	CY_Nic_14_11	Cyprus	Nicosia	NA	NA	41861	35.066461	33.322646	spring	CY_Nic	pooled	Europe	DrosEU	40	SRR5647756	SRX2885352	NextSeq 500	wild_caught_and_F1	male	2014	222	0.003368464	Keep	0.32	0.01	0.14	0.11	0	0.01	0.13	CY000176090	34.89256855	181	126	41	6425	348	47	301	101	263	263	101	391	88	1	84	217	10	10	217	48	47	63	93	133	173	196	198	171	138	98	66	140	149	177	224	276	320	346	348	313	266	212	161	78	51	46	21	21	7	1	2	8	31	37	88
SRR5647765	UA_Ode_14_20	Ukraine	Odesa	NA	NA	41842	46.44155556	30.77169444	spring	UA_Ode	pooled	Europe	DrosEU	40	SRR5647765	SRX2885343	NextSeq 500	wild	male	2014	203	0.003344405	Keep	0.19	0.1	0.02	0.04	0	0.03	0.03	UPM00033837	11.69350886	104	65	21	8350	263	-38	301	190	166	211	-2	456	49	26	16	133	99	130	121	-38	-32	1	62	118	158	179	174	133	80	32	-10	12	18	55	127	190	236	263	256	209	148	85	40	38	38	30	32	39	45	49	36	37	26	41	45
SRR5647766	UA_Ode_14_19	Ukraine	Odesa	NA	NA	41823	46.44155556	30.77169444	spring	UA_Ode	pooled	Europe	DrosEU	40	SRR5647766	SRX2885342	NextSeq 500	wild	male	2014	184	0.022621873	Keep	0.1	0.11	0.01	0.01	0.01	0.02	0.05	UPM00033837	11.69350886	104	65	21	8350	263	-38	301	190	166	211	-2	456	49	26	16	133	99	130	121	-38	-32	1	62	118	158	179	174	133	80	32	-10	12	18	55	127	190	236	263	256	209	148	85	40	38	38	30	32	39	45	49	36	37	26	41	45
SRR5647767	UA_Ode_14_22	Ukraine	Odesa	NA	NA	41922	46.44155556	30.77169444	fall	UA_Ode	pooled	Europe	DrosEU	40	SRR5647767	SRX2885341	NextSeq 500	wild	male	2014	283	0.052513673	Keep	0.35	0.14	0.07	0.03	0	0.02	0.04	UPM00033837	11.69350886	104	65	21	8350	263	-38	301	190	166	211	-2	456	49	26	16	133	99	130	121	-38	-32	1	62	118	158	179	174	133	80	32	-10	12	18	55	127	190	236	263	256	209	148	85	40	38	38	30	32	39	45	49	36	37	26	41	45
SRR5647768	UA_Ode_14_21	Ukraine	Odesa	NA	NA	41880	46.44155556	30.77169444	spring	UA_Ode	pooled	Europe	DrosEU	40	SRR5647768	SRX2885340	NextSeq 500	wild	male	2014	241	0.039899346	Keep	0.2	0.09	0.08	0.04	0	0.05	0.05	UPM00033837	11.69350886	104	65	21	8350	263	-38	301	190	166	211	-2	456	49	26	16	133	99	130	121	-38	-32	1	62	118	158	179	174	133	80	32	-10	12	18	55	127	190	236	263	256	209	148	85	40	38	38	30	32	39	45	49	36	37	26	41	45
SRR8439130	UA_Ode_15_22	Ukraine	Odesa	NA	NA	42243	46.44155556	30.77169444	spring	UA_Ode	pooled	Europe	DrosEU	40	SRR8439130	SRX5246578	HiSeq X Ten	wild	male	2015	239	0.138551783	Keep	0.15	0.07	0.08	0.04	0.01	0.03	0.05	UPM00033837	11.69350886	104	65	21	8350	263	-38	301	190	166	211	-2	456	49	26	16	133	99	130	121	-38	-32	1	62	118	158	179	174	133	80	32	-10	12	18	55	127	190	236	263	256	209	148	85	40	38	38	30	32	39	45	49	36	37	26	41	45
SRR8439140	UA_Ode_15_66	Ukraine	Odesa	NA	NA	42211	46.44155556	30.77169444	spring	UA_Ode	pooled	Europe	DrosEU	40	SRR8439140	SRX5246568	HiSeq X Ten	wild	male	2015	207	0.004361476	Keep	0.21	0.05	0.01	0.06	0	0.01	0.04	UPM00033837	11.69350886	104	65	21	8350	263	-38	301	190	166	211	-2	456	49	26	16	133	99	130	121	-38	-32	1	62	118	158	179	174	133	80	32	-10	12	18	55	127	190	236	263	256	209	148	85	40	38	38	30	32	39	45	49	36	37	26	41	45
SRR8439145	UA_Ode_15_20	Ukraine	Odesa	NA	NA	42185	46.44155556	30.77169444	spring	UA_Ode	pooled	Europe	DrosEU	40	SRR8439145	SRX5246563	HiSeq X Ten	wild	male	2015	181	0.003225371	Keep	0.15	0.04	0.03	0.03	0	0.01	0.05	UPM00033837	11.69350886	104	65	21	8350	263	-38	301	190	166	211	-2	456	49	26	16	133	99	130	121	-38	-32	1	62	118	158	179	174	133	80	32	-10	12	18	55	127	190	236	263	256	209	148	85	40	38	38	30	32	39	45	49	36	37	26	41	45
SRR8439155	UA_Ode_15_11	Ukraine	Odesa	NA	NA	42273	46.44155556	30.77169444	fall	UA_Ode	pooled	Europe	DrosEU	40	SRR8439155	SRX5246553	HiSeq X Ten	wild	male	2015	269	0.275558703	Keep	0.35	0.09	0.03	0.05	0	0.02	0.08	UPM00033837	11.69350886	104	65	21	8350	263	-38	301	190	166	211	-2	456	49	26	16	133	99	130	121	-38	-32	1	62	118	158	179	174	133	80	32	-10	12	18	55	127	190	236	263	256	209	148	85	40	38	38	30	32	39	45	49	36	37	26	41	45
SRR8494427	UA_Ode_16_47	Ukraine	Odesa	NA	NA	42628	46.44155556	30.77169444	fall	UA_Ode	pooled	Europe	DrosEU	40	SRR8494427	SRX5299040	HiSeq X Ten	wild	male	2016	259	0.040740172	Keep	0.19	0.06	0.03	0.01	0.01	0.03	0.04	UPM00033837	11.69350886	104	65	21	8350	263	-38	301	190	166	211	-2	456	49	26	16	133	99	130	121	-38	-32	1	62	118	158	179	174	133	80	32	-10	12	18	55	127	190	236	263	256	209	148	85	40	38	38	30	32	39	45	49	36	37	26	41	45
SRR8494429	UA_Ode_16_46	Ukraine	Odesa	NA	NA	42602	46.44	30.77	spring	UA_Ode	pooled	Europe	DrosEU	40	SRR8494429	SRX5299038	HiSeq X Ten	wild	male	2016	233	0.112222668	Keep	0.17	0.09	0.05	0.03	0	0.01	0.01	UPM00033837	11.63755411	104	65	21	8350	263	-38	301	190	166	211	-2	456	49	26	16	133	99	130	121	-38	-32	1	62	118	158	179	174	133	80	32	-10	12	18	55	127	190	236	263	256	209	148	85	40	38	38	30	32	39	45	49	36	37	26	41	45
SRR3939053	UA_od_13_fall	Ukraine	Odessa	NA	NA	41562	46.49	30.71	fall	UA_od	pooled	Europe	DrosRTEC	61	SRR3939053	SRX1968282	Illumina HiSeq 4000	wild	male	2013	288	0.003592816	Keep	0.25	0.07	0.03	0.03	0.01	0.04	0.06	UPM00033837	6.242456774	103	65	21	8356	261	-39	300	189	166	210	-3	458	49	26	16	134	99	131	121	-39	-33	0	62	118	158	178	174	132	80	31	-10	12	17	55	127	190	235	261	256	210	147	85	39	38	38	30	33	39	46	49	36	37	26	41	45
SRR3939055	UA_od_13_spring	Ukraine	Odessa	NA	NA	41409	46.49	30.71	spring	UA_od	pooled	Europe	DrosRTEC	37	SRR3939055	SRX1968284	Illumina HiSeq 4000	wild	male	2013	135	0.004033823	Keep	0.17	0.04	0.02	0.03	0	0.06	0.05	UPM00033837	6.242456774	103	65	21	8356	261	-39	300	189	166	210	-3	458	49	26	16	134	99	131	121	-39	-33	0	62	118	158	178	174	132	80	31	-10	12	17	55	127	190	235	261	256	210	147	85	39	38	38	30	33	39	46	49	36	37	26	41	45
SRR3939045	CA_pl_13_fall	USA	Placerville	California	NA	41516	38.74	-120.74	fall	CA_pl	pooled	NorthAmerica	DrosRTEC	88	SRR3939045	SRX1968274	Illumina HiSeq 2000	wild	male	2013	242	0.01161764	Keep	0.08	0.03	0	0.01	0.03	0	0.03	USC00046962	0.944751534	145	147	45	6345	336	11	325	78	229	230	72	1119	204	4	80	550	20	32	550	11	21	27	47	80	118	151	148	121	83	38	13	125	144	152	186	237	290	336	332	296	240	160	123	204	165	168	96	31	10	4	6	22	67	165	181
SRR3939050	CA_pl_13_frost	USA	Placerville	California	NA	41624	38.74	-120.74	frost	CA_pl	pooled	NorthAmerica	DrosRTEC	72	SRR3939050	SRX1968279	Illumina HiSeq 2000	wild	male	2013	350	0.004631287	Keep	0.04	0.02	0	0.01	0	0.01	0.04	USC00046962	0.944751534	145	147	45	6345	336	11	325	78	229	230	72	1119	204	4	80	550	20	32	550	11	21	27	47	80	118	151	148	121	83	38	13	125	144	152	186	237	290	336	332	296	240	160	123	204	165	168	96	31	10	4	6	22	67	165	181
SRR3939054	CA_pl_12_fall	USA	Placerville	California	NA	41146	38.74	-120.74	fall	CA_pl	pooled	NorthAmerica	DrosRTEC	100	SRR3939054	SRX1968283	Illumina HiSeq 2000	wild	male	2012	238	0.012434303	Keep	0.04	0.02	0	0.01	0	0.02	0.02	USC00046962	0.944751534	145	147	45	6345	336	11	325	78	229	230	72	1119	204	4	80	550	20	32	550	11	21	27	47	80	118	151	148	121	83	38	13	125	144	152	186	237	290	336	332	296	240	160	123	204	165	168	96	31	10	4	6	22	67	165	181
SRR3939102	CA_pl_12_frost	USA	Placerville	California	NA	41231	38.74	-120.74	frost	CA_pl	pooled	NorthAmerica	DrosRTEC	56	SRR3939102	SRX1968331	Illumina HiSeq 2000	wild	male	2012	323	0.004123467	Keep	0.03	0.03	0	0.01	0.02	0.02	0.01	USC00046962	0.944751534	145	147	45	6345	336	11	325	78	229	230	72	1119	204	4	80	550	20	32	550	11	21	27	47	80	118	151	148	121	83	38	13	125	144	152	186	237	290	336	332	296	240	160	123	204	165	168	96	31	10	4	6	22	67	165	181
SRR8494426	UA_Pir_16_48	Ukraine	Pripyat	NA	NA	42616	51.4	30.05416645	fall	UA_Pir	pooled	Europe	DrosEU	40	SRR8494426	SRX5299041	HiSeq X Ten	wild	male	2016	247	0.046536837	Keep	0.32	0.12	0.1	0.02	0	0.01	0.04	UPM00033231	18.02007562	74	84	24	9065	246	-91	337	185	-36	185	-45	621	88	33	33	236	107	236	119	-91	-80	-35	37	93	127	138	129	86	38	-7	-51	-30	-15	37	132	203	236	246	239	188	119	43	-1	40	34	33	45	50	81	88	67	51	40	47	45
SRR8494462	ES_Pur_16_35	Spain	Purullena El Bejarn (Guadix)	NA	NA	42612	37.3377875	-3.1786148	spring	ES_Pur	pooled	Europe	DrosEU	40	SRR8494462	SRX5299005	HiSeq X Ten	wild	male	2016	243	0.28603157	Keep	0.23	0.05	0.06	0.02	0	0.01	0.07	SPE00120089	56.60927217	146	116	37	6411	325	18	307	99	232	233	70	470	60	6	49	167	29	37	162	18	25	48	67	95	137	169	170	142	98	57	30	109	127	152	179	213	277	325	319	274	209	153	113	53	50	60	57	42	15	6	8	23	47	50	59
SRR5647739	UA_Pyr_14_26	Ukraine	Pyriatyn	NA	NA	41871	50.25375	32.51880556	spring	UA_Pyr	pooled	Europe	DrosEU	40	SRR5647739	SRX2885369	NextSeq 500	wild	male	2014	232	0.003561743	Keep	0.19	0.08	0.11	0.02	0	0.03	0.03	UPM00033362	37.87557386	80	87	25	9311	257	-86	343	195	-33	195	-41	591	76	36	25	205	116	205	133	-86	-79	-32	43	101	135	148	139	91	40	-8	-49	-22	-13	39	139	212	244	257	252	201	128	48	5	42	38	36	46	41	70	76	59	46	37	47	53
SRR8439129	UA_Pyr_15_21	Ukraine	Pyriatyn	NA	NA	42242	50.25375	32.51880556	spring	UA_Pyr	pooled	Europe	DrosEU	40	SRR8439129	SRX5246579	HiSeq X Ten	wild	male	2015	238	0.003345725	Keep	0.22	0.06	0.08	0.02	0	0.03	0.11	UPM00033362	37.87557386	80	87	25	9311	257	-86	343	195	-33	195	-41	591	76	36	25	205	116	205	133	-86	-79	-32	43	101	135	148	139	91	40	-8	-49	-22	-13	39	139	212	244	257	252	201	128	48	5	42	38	36	46	41	70	76	59	46	37	47	53
SRR8494424	UA_Pyr_16_49	Ukraine	Pyriatyn	NA	NA	42605	50.53752	32.51880556	spring	UA_Pyr	pooled	Europe	DrosEU	40	SRR8494424	SRX5299043	HiSeq X Ten	wild	male	2016	236	0.004142139	Keep	0.26	0.09	0.07	0.03	0	0.03	0.05	UPM00033362	10.87191389	76	87	25	9345	253	-90	343	191	-38	191	-46	600	78	37	25	209	117	209	133	-90	-83	-37	39	98	131	145	134	86	35	-12	-53	-27	-18	34	134	208	239	253	247	195	123	44	0	43	37	37	46	43	71	78	60	46	38	48	53
SRR1525697	NC_ra_03_n	USA	Raleigh	North Carolina	NA	2003	35.77	-78.63	NA	NC_ra	pooled	NorthAmerica	DrosRTEC	92	SRR1525697	SRX661836	Illumina HiSeq 2000	inbred	male	2003	NA	0.005470531	Keep	0.11	0.08	0.02	0.01	0.04	0.13	0.01	USC00317074	6.637753218	154	126	37	7540	317	-15	332	249	108	249	54	1142	118	76	13	331	246	331	278	-15	-3	38	82	132	177	199	195	157	89	43	2	102	121	169	225	264	300	317	310	280	225	175	120	95	97	103	76	106	100	118	113	88	79	81	86
SRR5647770	PT_Rec_14_33	Portugal	Recarei	NA	NA	41908	41.15	-8.41	fall	PT_Rec	pooled	Europe	DrosEU	40	SRR5647770	SRX2885338	NextSeq 500	wild	male	2014	269	0.025273289	Keep	0.17	0.05	0.05	0.05	0	0.04	0.13	POM00008548	111.1527834	145	94	44	4184	259	46	213	99	197	198	91	1161	157	14	52	469	78	96	448	46	50	74	87	109	135	148	147	137	109	77	53	128	139	160	182	199	234	258	259	242	207	160	131	157	135	94	107	87	43	14	21	61	130	156	156
SRR8439150	PT_Rec_15_16	Portugal	Recarei	NA	NA	42248	41.15	-8.41	fall	PT_Rec	pooled	Europe	DrosEU	40	SRR8439150	SRX5246558	HiSeq X Ten	wild	male	2015	244	0.639584707	Keep	0.12	0.05	0.09	0.03	0	0.05	0.13	POM00008548	111.1527834	145	94	44	4184	259	46	213	99	197	198	91	1161	157	14	52	469	78	96	448	46	50	74	87	109	135	148	147	137	109	77	53	128	139	160	182	199	234	258	259	242	207	160	131	157	135	94	107	87	43	14	21	61	130	156	156
SRR8494457	PT_Rec_16_18	Portugal	Recarei	NA	NA	42644	41.15	-8.41	fall	PT_Rec	pooled	Europe	DrosEU	40	SRR8494457	SRX5299010	HiSeq X Ten	wild	male	2016	275	0.126243021	Keep	0.31	0.02	0.14	0.05	0.01	0.01	0.12	POM00008548	111.1527834	145	94	44	4184	259	46	213	99	197	198	91	1161	157	14	52	469	78	96	448	46	50	74	87	109	135	148	147	137	109	77	53	128	139	160	182	199	234	258	259	242	207	160	131	157	135	94	107	87	43	14	21	61	130	156	156
SRR8439112	GS_Sai_15_2	Guadeloupe	Saint Francois	NA	NA	42361	16.25	-61.28	fall	GS_Sai	pooled	Europe	DrosEU	40	SRR8439112	SRX5246596	HiSeq X Ten	wild	male	2015	357	0.003843954	Keep	0.04	0.01	0.07	0.02	0.08	0	0.4	MBM00078922	169.5360995	259	77	71	1083	308	201	107	268	243	270	243	1262	167	45	35	453	162	358	162	201	201	202	215	227	235	235	235	232	229	223	211	284	284	289	298	299	303	305	308	306	302	301	289	65	45	52	71	111	102	117	139	147	167	126	120
SRR5647746	AT_See_14_44	Austria	Seeboden	NA	NA	41868	46.8136889	13.50794792	spring	AT_See	pooled	Europe	DrosEU	40	SRR5647746	SRX2885362	NextSeq 500	wild	male	2014	229	0.006027189	Exclude	0.32	0.02	0.04	0.02	0.03	0.05	0.08	AUM00011212	26.68767994	78	103	33	7098	236	-68	304	166	-1	166	-17	1288	142	67	24	418	211	418	225	-68	-56	-20	19	62	97	112	110	81	37	-5	-48	13	40	86	130	179	216	236	230	196	138	68	22	67	72	72	108	110	142	137	139	116	111	128	86
SRR8494439	AT_See_16_1	Austria	Seeboden	NA	NA	42583	46.8136889	13.50794792	spring	AT_See	pooled	Europe	DrosEU	40	SRR8494439	SRX5299028	HiSeq X Ten	wild	male	2016	214	0.00436717	Keep	0.28	0.07	0.03	0.05	0.02	0.04	0.16	AUM00011212	26.68767994	78	103	33	7098	236	-68	304	166	-1	166	-17	1288	142	67	24	418	211	418	225	-68	-56	-20	19	62	97	112	110	81	37	-5	-48	13	40	86	130	179	216	236	230	196	138	68	22	67	72	72	108	110	142	137	139	116	111	128	86
SRR5647752	UK_She_14_09	United Kingdom	Sheffield	NA	NA	41876	53.39052	-1.520599	spring	UK_She	pooled	Europe	DrosEU	40	SRR5647752	SRX2885356	NextSeq 500	wild	male	2014	237	0.004561639	Keep	0.14	0	0	0.01	0	0.01	0.02	UKE00105904	2.305522037	92	72	36	4511	201	6	195	45	136	151	36	820	82	59	11	237	183	194	220	7	6	20	39	68	98	114	112	93	66	32	15	61	63	88	117	155	187	201	197	172	135	90	69	78	60	68	60	61	63	59	72	70	70	77	82
SRR8439153	UK_She_15_17	United Kingdom	Sheffield	NA	NA	42281	53.391	-1.521	fall	UK_She	pooled	Europe	DrosEU	40	SRR8439153	SRX5246555	HiSeq X Ten	wild	male	2015	277	0.003684972	Keep	0.24	0.01	0	0.02	0	0.01	0.04	UKE00105904	2.354394862	92	72	36	4511	201	6	195	45	136	151	36	820	82	59	11	237	183	194	220	7	6	20	39	68	98	114	112	93	66	32	15	61	63	88	117	155	187	201	197	172	135	90	69	78	60	68	60	61	63	59	72	70	70	77	82
SRR8494473	RS_Sla_16_30	Serbia	Slankamen. Vinogradi	NA	NA	42539	45.15	20.18	spring	RS_Sla	pooled	Europe	DrosEU	40	SRR8494473	SRX5298994	HiSeq X Ten	wild	male	2016	170	0.00382912	Keep	0.07	0.05	0.03	0.05	0	0.01	0	RIE00111909	32.94553856	113	98	31	7583	275	-32	307	190	25	206	12	640	81	41	22	213	127	196	145	-32	-23	13	61	106	139	152	149	114	69	28	-8	29	54	111	169	218	252	275	275	238	176	99	52	42	44	41	51	68	81	64	51	45	41	53	59
SRR8494474	RS_Sla_16_31	Serbia	Slankamen. Vinogradi	NA	NA	42622	45.15	20.18	fall	RS_Sla	pooled	Europe	DrosEU	40	SRR8494474	SRX5298993	HiSeq X Ten	wild	male	2016	253	0.004161227	Keep	0.08	0.02	0.03	0.01	0	0.01	0	RIE00111909	32.94553856	113	98	31	7583	275	-32	307	190	25	206	12	640	81	41	22	213	127	196	145	-32	-23	13	61	106	139	152	149	114	69	28	-8	29	54	111	169	218	252	275	275	238	176	99	52	42	44	41	51	68	81	64	51	45	41	53	59
SRR5647757	UK_Sou_14_10	United Kingdom	South Queensferry	NA	NA	41834	55.972871	-3.351475	spring	UK_Sou	pooled	Europe	DrosEU	40	SRR5647757	SRX2885351	NextSeq 500	wild	male	2014	195	0.005576389	Exclude	0.1	0.01	0	0.01	0	0.01	0	UKE00105888	8.86054537	85	74	38	4253	190	0	190	120	52	141	33	702	71	41	17	209	135	181	168	1	0	16	34	60	90	105	103	83	59	22	9	60	64	87	115	146	177	190	186	161	131	87	68	62	44	50	41	53	51	62	68	70	71	68	62
SRR3939083	PA_st_14_fall	USA	State College	Pennsylvania	"State College, PA"	41928	40.793395	-77.860001	fall	PA_st	pooled	NorthAmerica	DrosRTEC	67	SRR3939083	SRX1968312	Illumina HiSeq 4000	wild	male	2014	289	0.004217065	Keep	0.23	0.11	0.01	0.01	0	0.05	0.06	USC00368449	0.607668177	95	112	30	8884	283	-79	362	187	-23	207	-23	982	105	63	15	296	197	286	197	-79	-70	-25	30	82	130	154	145	107	46	4	-48	8	24	81	152	215	261	283	272	230	167	97	30	63	65	83	78	95	105	96	85	85	74	84	69
